月份,日期,开始时间,故障类别,持续时长（秒）
8,10,1735,A2,482
8,10,6879,A2,713
8,10,8180,A2,378
8,10,9136,A4,731
8,10,16191,A2,655
8,10,18037,A1,533
8,10,23203,A2,648
8,10,25097,A2,413
8,10,26928,A4,759
8,11,482,A2,643
8,11,4198,A2,630
8,11,6715,A4,679
8,11,8916,A2,411
8,11,10531,A2,630
8,11,12803,A4,715
8,11,15562,A4,671
8,11,18329,A2,412
8,11,20124,A4,614
8,11,20941,A4,666
8,11,24512,A4,696
8,11,27717,A2,443
8,12,6971,A2,508
8,12,9831,A2,537
8,12,15016,A2,567
8,12,22569,A2,535
8,13,686,A1,493
8,13,6306,A4,717
8,13,8195,A2,552
8,13,13927,A2,564
8,13,15290,A1,421
8,13,16704,A2,514
8,13,23347,A4,664
8,13,24847,A2,544
8,13,28258,A4,542
8,14,489,A2,547
8,14,3381,A2,620
8,14,4806,A2,614
8,14,7723,A2,531
8,14,9175,A4,812
8,14,10123,A2,439
8,14,12557,A2,688
8,14,14866,A4,769
8,14,17098,A4,778
8,14,19048,A2,591
8,14,20157,A2,593
8,14,20946,A2,427
8,14,22640,A2,531
8,14,26066,A4,700
8,14,27805,A2,538
8,15,3398,A4,766
8,15,7765,A2,523
8,15,8737,A3,885
8,15,13696,A3,782
8,15,16948,A2,380
8,15,17980,A1,411
8,15,20746,A4,641
8,15,25380,A2,380
8,15,27840,A1,360
8,16,3570,A3,735
8,16,7416,A4,677
8,16,8376,A2,392
8,16,14827,A4,640
8,16,16380,A2,483
8,16,20104,A2,481
8,16,24309,A2,566
8,16,25103,A4,845
8,17,1287,A2,522
8,17,3685,A2,505
8,17,5415,A2,505
8,17,7432,A2,585
8,17,9102,A2,592
8,17,9939,A2,523
8,17,12205,A2,708
8,17,14786,A4,824
8,17,17157,A4,892
8,17,18773,A2,540
8,17,20174,A2,373
8,17,21870,A2,676
8,17,24457,A2,622
8,17,26339,A2,718
8,17,27824,A4,652
8,18,349,A2,579
8,18,2444,A4,798
8,18,4670,A4,625
8,18,7255,A4,689
8,18,8528,A2,530
8,18,10080,A2,556
8,18,10776,A2,504
8,18,12530,A4,899
8,18,15232,A3,829
8,18,18335,A2,680
8,18,20276,A3,840
8,18,21277,A1,563
8,18,22077,A2,517
8,18,24915,A4,866
8,18,26796,A4,875
8,18,28654,A2,146
8,19,384,A2,663
8,19,4404,A4,759
8,19,6713,A2,678
8,19,8298,A4,863
8,19,9962,A2,409
8,19,12983,A3,890
8,19,15192,A4,791
8,19,18027,A4,761
8,19,19792,A2,428
8,19,20861,A4,674
8,19,23698,A4,858
8,19,27423,A3,730
8,20,1326,A4,872
8,20,6769,A4,825
8,20,8675,A2,495
8,20,9797,A4,748
8,20,14934,A4,783
8,20,17687,A2,440
8,20,20770,A4,870
8,20,25231,A4,639
8,20,26615,A2,583
8,21,1070,A2,627
8,21,4035,A2,615
8,21,6575,A2,702
8,21,8776,A3,795
8,21,9703,A2,480
8,21,12028,A4,852
8,21,14798,A4,850
8,21,17860,A4,861
8,21,19732,A2,375
8,21,21903,A4,673
8,21,25148,A2,641
8,21,27567,A2,550
8,22,223,A2,615
8,22,4605,A1,467
8,22,6027,A4,775
8,22,8856,A2,407
8,22,10474,A2,487
8,22,13030,A4,778
8,22,14483,A2,519
8,22,17802,A2,568
8,22,18594,A2,571
8,22,21469,A1,393
8,22,22799,A2,717
8,22,24965,A2,507
8,22,27782,A2,425
8,23,482,A2,526
8,23,7490,A2,576
8,23,11672,A3,836
8,23,15881,A2,528
8,23,17631,A4,765
8,23,24153,A2,476
8,23,26989,A3,791
8,24,335,A2,618
8,24,7603,A2,368
8,24,8104,A2,495
8,24,14717,A2,590
8,24,16028,A2,377
8,24,20262,A2,533
8,24,23910,A2,397
8,24,25939,A1,443
8,25,1357,A2,488
8,25,4348,A4,731
8,25,6678,A2,482
8,25,8665,A2,558
8,25,10602,A2,629
8,25,13437,A3,883
8,25,15520,A4,846
8,25,18553,A2,550
8,25,19810,A2,651
8,25,22988,A2,502
8,25,25744,A2,586
8,25,27185,A3,732
8,25,28553,A2,247
8,26,507,A4,830
8,26,2639,A4,871
8,26,6205,A4,862
8,26,7855,A3,637
8,26,10171,A2,489
8,26,10870,A2,585
8,26,12323,A2,541
8,26,14663,A2,664
8,26,17714,A2,570
8,26,20013,A2,407
8,26,21827,A2,580
8,26,24172,A3,810
8,26,25951,A4,888
8,27,1287,A2,491
8,27,5125,A3,709
8,27,6390,A4,659
8,27,8830,A2,546
8,27,9796,A2,629
8,27,14121,A2,518
8,27,17317,A4,611
8,27,18120,A2,432
8,27,19256,A4,898
8,27,22390,A2,550
8,27,26965,A2,380
8,27,27601,A4,870
8,28,846,A2,649
8,28,3228,A4,796
8,28,6281,A2,582
8,28,9012,A2,526
8,28,10641,A4,649
8,28,12974,A3,792
8,28,15123,A2,710
8,28,17282,A2,488
8,28,19149,A2,545
8,28,21178,A2,501
8,28,24137,A3,704
8,28,27276,A2,553
8,28,28417,A2,383
8,29,1532,A2,625
8,29,3316,A4,617
8,29,6827,A2,618
8,29,8765,A4,677
8,29,11472,A4,811
8,29,14932,A2,666
8,29,17411,A2,578
8,29,18528,A2,427
8,29,20747,A2,657
8,29,24026,A4,719
8,29,25616,A2,622
8,29,27918,A2,576
8,30,1074,A4,684
8,30,2857,A4,757
8,30,4177,A2,705
8,30,5603,A2,643
8,30,8038,A2,672
8,30,10275,A4,886
8,30,11298,A1,555
8,30,14079,A3,844
8,30,15811,A2,487
8,30,17152,A2,629
8,30,19426,A2,650
8,30,20349,A2,608
8,30,22070,A2,381
8,30,22787,A2,536
8,30,24944,A4,871
8,30,26466,A4,855
8,30,28444,A2,356
8,31,4284,A3,752
8,31,7744,A2,391
8,31,10564,A2,580
8,31,14729,A1,571
8,31,16258,A2,492
8,31,19396,A2,636
8,31,24386,A2,429
8,31,25831,A3,662
9,1,4448,A4,781
9,1,7773,A2,380
9,1,10159,A4,611
9,1,15743,A2,452
9,1,17659,A3,827
9,1,23987,A2,471
9,2,650,A2,715
9,2,7714,A2,572
9,2,9820,A3,872
9,2,16151,A2,454
9,2,20242,A4,753
9,2,24351,A2,591
9,2,28670,A4,130
9,3,2708,A2,653
9,3,7631,A2,476
9,3,13676,A4,807
9,3,15879,A2,523
9,3,22037,A2,663
9,3,24044,A2,533
9,4,731,A4,665
9,4,3674,A2,652
9,4,6209,A2,598
9,4,8491,A4,764
9,4,9678,A2,552
9,4,12789,A4,860
9,4,15249,A3,740
9,4,17178,A2,645
9,4,19468,A2,559
9,4,20871,A4,625
9,4,25069,A2,680
9,4,27240,A2,569
9,5,1141,A3,729
9,5,5075,A2,573
9,5,8287,A2,554
9,5,10017,A2,536
9,5,11544,A4,806
9,5,15048,A2,685
9,5,17847,A2,363
9,5,21221,A3,860
9,5,23130,A2,656
9,5,26376,A2,565
9,5,27284,A2,439
9,6,1270,A4,791
9,6,7769,A2,374
9,6,8280,A4,737
9,6,15873,A2,574
9,6,21201,A3,605
9,6,24052,A2,404
9,6,26126,A4,887
9,7,1680,A3,612
9,7,6519,A2,629
9,7,8233,A2,521
9,7,10042,A2,609
9,7,16252,A1,509
9,7,22899,A2,690
9,7,24527,A2,412
9,7,26486,A2,715
9,8,73,A4,601
9,8,6260,A4,619
9,8,7688,A3,609
9,8,8828,A2,557
9,8,13624,A4,745
9,8,17004,A2,696
9,8,17819,A2,419
9,8,22659,A4,705
9,8,25929,A2,388
9,8,27150,A2,704
9,9,787,A4,661
9,9,7213,A1,541
9,9,8180,A2,490
9,9,14484,A4,768
9,9,16403,A2,555
9,9,17442,A3,667
9,9,24261,A2,687
9,9,25298,A2,366
9,10,1448,A2,585
9,10,4701,A3,871
9,10,7741,A2,592
9,10,9019,A2,516
9,10,10655,A2,679
9,10,15297,A3,697
9,10,17575,A2,545
9,10,18435,A2,369
9,10,21377,A4,637
9,10,25357,A1,497
9,10,26931,A2,521
9,11,846,A2,526
9,11,3752,A2,490
9,11,5506,A4,662
9,11,8110,A2,494
9,11,9136,A2,371
9,11,11461,A1,533
9,11,12917,A2,613
9,11,16362,A4,627
9,11,17986,A2,712
9,11,18985,A2,503
9,11,21932,A1,372
9,11,24928,A2,563
9,11,26520,A2,714
9,11,28102,A2,595
9,12,87,A4,696
9,12,7688,A2,536
9,12,11151,A3,792
9,12,16002,A2,575
9,12,18888,A3,723
9,12,23103,A2,582
9,12,24847,A2,433
9,13,1343,A2,602
9,13,3793,A2,573
9,13,6837,A2,663
9,13,8837,A2,503
9,13,11682,A4,688
9,13,14613,A2,711
9,13,17540,A4,826
9,13,18544,A2,471
9,13,21182,A4,683
9,13,25270,A2,554
9,13,27245,A2,516
9,14,2901,A4,636
9,14,7600,A2,452
9,14,12624,A1,473
9,14,15490,A2,573
9,14,23049,A2,385
9,14,25485,A2,689
9,15,895,A2,512
9,15,6259,A1,496
9,15,7979,A2,393
9,15,10448,A4,748
9,15,14468,A2,529
9,15,16272,A3,773
9,15,17387,A2,383
9,15,22629,A3,632
9,15,25381,A2,515
9,15,27059,A1,362
9,15,28495,A4,305
9,16,2932,A2,481
9,16,4383,A4,656
9,16,8129,A2,551
9,16,10350,A4,631
9,16,16150,A2,520
9,16,16817,A2,485
9,16,19301,A4,619
9,16,23368,A1,409
9,16,25316,A2,583
9,16,28496,A2,304
9,17,1543,A4,779
9,17,6385,A2,706
9,17,8449,A2,457
9,17,9060,A2,689
9,17,12931,A4,684
9,17,16922,A2,675
9,17,17940,A2,377
9,17,20376,A3,829
9,17,26139,A2,589
9,17,27442,A2,515
9,18,1959,A2,576
9,18,4411,A2,519
9,18,6995,A2,636
9,18,8709,A2,559
9,18,11621,A3,720
9,18,16967,A2,538
9,18,17674,A3,626
9,18,20389,A4,835
9,18,25078,A1,448
9,18,26400,A2,529
9,18,27188,A2,520
9,19,133,A3,858
9,19,4382,A4,684
9,19,6176,A1,496
9,19,8946,A2,692
9,19,12788,A2,653
9,19,15416,A1,402
9,19,17770,A2,422
9,19,18640,A2,609
9,19,21360,A4,772
9,19,25037,A4,657
9,19,27230,A2,408
9,19,28587,A4,213
9,20,132,A2,519
9,20,7483,A2,445
9,20,8590,A4,875
9,20,11225,A2,603
9,20,16392,A2,392
9,20,18678,A4,744
9,20,21431,A4,677
9,20,25198,A2,498
9,20,26739,A2,700
9,21,2607,A4,862
9,21,7833,A2,365
9,21,11961,A4,874
9,21,16065,A2,497
9,21,21946,A3,794
9,21,24349,A2,455
9,22,2498,A2,638
9,22,4949,A2,589
9,22,7925,A2,496
9,22,8722,A2,478
9,22,10509,A2,619
9,22,15791,A3,843
9,22,17627,A2,460
9,22,19516,A1,448
9,22,21342,A2,529
9,22,23607,A2,681
9,22,26710,A2,577
9,22,28330,A2,470
9,23,2400,A2,557
9,23,7542,A2,454
9,23,11888,A2,529
9,23,15490,A2,397
9,23,19499,A2,489
9,23,23369,A2,417
9,23,26471,A4,740
9,24,640,A4,690
9,24,4134,A3,864
9,24,8553,A2,413
9,24,11021,A4,685
9,24,12724,A2,492
9,24,17122,A2,506
9,24,21821,A2,648
9,24,25276,A2,576
9,24,26377,A2,594
9,24,27854,A3,733
9,25,2205,A3,851
9,25,4946,A1,471
9,25,8286,A2,590
9,25,9003,A3,867
9,25,11654,A2,645
9,25,15845,A4,681
9,25,18062,A2,419
9,25,19461,A2,651
9,25,21470,A2,557
9,25,24344,A2,695
9,25,27349,A2,408
9,26,2663,A4,799
9,26,5803,A2,665
9,26,8428,A2,417
9,26,9500,A4,752
9,26,14140,A2,545
9,26,17114,A2,514
9,26,20485,A3,736
9,26,24577,A4,691
9,26,26076,A2,567
9,26,28246,A2,509
9,27,108,A4,667
9,27,4492,A4,871
9,27,7781,A2,492
9,27,8994,A2,559
9,27,10274,A2,628
9,27,13121,A2,605
9,27,15182,A2,545
9,27,18317,A2,576
9,27,19320,A2,522
9,27,22800,A4,821
9,27,24247,A2,557
9,27,26820,A2,712
9,27,28484,A2,316
9,28,1396,A4,770
9,28,7741,A2,572
9,28,10063,A2,587
9,28,12341,A4,779
9,28,16644,A2,377
9,28,20826,A4,823
9,28,24830,A2,424
9,28,27967,A4,665
9,29,1210,A2,663
9,29,7641,A2,529
9,29,9382,A3,894
9,29,12050,A4,811
9,29,16847,A2,588
9,29,18793,A2,665
9,29,22916,A2,547
9,29,25633,A2,446
9,29,26520,A2,629
9,30,3447,A4,652
9,30,7637,A2,471
9,30,15087,A2,394
9,30,22467,A2,401
10,1,4004,A1,511
10,1,7475,A2,404
10,1,9409,A4,886
10,1,15765,A2,420
10,1,16574,A4,756
10,1,20676,A4,877
10,1,24811,A2,469
10,2,1728,A2,652
10,2,4914,A2,511
10,2,8162,A2,599
10,2,9811,A2,574
10,2,16314,A2,371
10,2,17000,A2,712
10,2,18370,A2,709
10,2,23759,A4,845
10,2,25930,A2,362
10,2,28588,A2,212
10,3,3356,A4,798
10,3,7762,A2,456
10,3,9300,A4,778
10,3,15989,A2,442
10,3,17152,A2,699
10,3,21702,A3,899
10,3,25029,A2,409
10,4,1456,A3,836
10,4,3775,A2,677
10,4,5810,A2,569
10,4,8525,A4,688
10,4,9741,A2,415
10,4,12522,A2,570
10,4,14328,A4,705
10,4,18410,A2,423
10,4,19180,A4,742
10,4,21409,A2,705
10,4,24389,A2,584
10,4,26787,A1,445
10,4,28274,A2,416
10,4,28796,A3,4
10,5,420,A1,372
10,5,3690,A3,752
10,5,8095,A2,505
10,5,9440,A2,655
10,5,12643,A2,517
10,5,16772,A2,449
10,5,17610,A4,638
10,5,20575,A2,713
10,5,24862,A4,841
10,5,26378,A2,489
10,6,934,A4,731
10,6,7695,A2,413
10,6,8353,A2,701
10,6,15788,A2,547
10,6,16503,A2,583
10,6,17891,A2,698
10,6,24595,A2,466
10,6,25699,A3,764
10,7,6999,A2,439
10,7,7596,A4,601
10,7,15039,A2,421
10,7,18904,A2,520
10,7,22980,A2,483
10,7,26886,A2,520
10,8,1378,A2,503
10,8,5262,A2,601
10,8,8089,A2,370
10,8,9355,A2,573
10,8,15143,A2,666
10,8,16670,A2,495
10,8,20427,A2,554
10,8,24691,A2,537
10,9,2800,A3,602
10,9,7573,A2,511
10,9,9044,A3,699
10,9,13589,A4,787
10,9,16563,A2,399
10,9,17869,A4,721
10,9,23203,A4,638
10,9,25307,A2,371
10,10,2197,A2,616
10,10,7601,A2,375
10,10,10573,A2,674
10,10,15409,A4,602
10,10,16252,A2,564
10,10,21975,A2,644
10,10,24425,A2,459
10,11,2239,A2,526
10,11,5663,A2,585
10,11,8096,A2,595
10,11,9777,A3,816
10,11,12846,A2,509
10,11,16456,A2,530
10,11,17525,A2,404
10,11,18829,A4,763
10,11,23571,A2,675
10,11,26346,A2,559
10,11,27364,A4,833
10,12,4501,A1,573
10,12,7572,A2,403
10,12,10373,A4,621
10,12,12937,A3,787
10,12,16355,A2,386
10,12,17232,A1,447
10,12,24160,A2,587
10,12,26256,A4,732
10,13,2093,A3,696
10,13,5042,A2,707
10,13,7156,A2,534
10,13,8922,A2,455
10,13,9696,A4,840
10,13,13983,A2,609
10,13,17826,A2,541
10,13,18598,A2,718
10,13,21024,A2,649
10,13,24834,A4,764
10,13,26273,A2,638
10,13,28108,A2,597
10,14,2702,A3,655
10,14,5512,A2,630
10,14,8284,A2,414
10,14,13854,A4,685
10,14,16355,A2,364
10,14,18140,A2,580
10,14,23722,A4,812
10,14,25104,A2,389
10,14,26249,A2,520
10,15,1350,A2,623
10,15,7594,A2,569
10,15,14022,A2,679
10,15,15814,A2,427
10,15,21939,A2,699
10,15,23933,A2,500
10,15,28525,A4,275
10,16,4231,A4,726
10,16,7011,A2,494
10,16,8191,A2,570
10,16,14194,A1,424
10,16,16157,A2,595
10,16,18657,A3,669
10,16,24407,A2,468
10,16,27227,A2,574
10,16,28586,A3,214
10,17,1140,A2,511
10,17,5018,A2,621
10,17,8131,A2,573
10,17,9208,A2,577
10,17,13713,A3,681
10,17,16182,A4,611
10,17,17552,A2,599
10,17,19817,A2,594
10,17,22686,A2,566
10,17,26304,A2,405
10,17,27045,A2,707
10,18,868,A3,728
10,18,5676,A2,487
10,18,6923,A4,748
10,18,8955,A2,445
10,18,11130,A1,560
10,18,14654,A4,827
10,18,17766,A2,450
10,18,18517,A2,632
10,18,21060,A2,643
10,18,25438,A4,720
10,18,27183,A2,429
10,19,1960,A1,505
10,19,4123,A2,556
10,19,8039,A2,554
10,19,10518,A2,584
10,19,13083,A2,488
10,19,16665,A2,442
10,19,19803,A3,740
10,19,24147,A2,499
10,19,25325,A2,394
10,19,28113,A2,625
10,20,2744,A1,535
10,20,4266,A1,444
10,20,7964,A2,390
10,20,8613,A2,620
10,20,11998,A2,547
10,20,15538,A4,893
10,20,17379,A2,495
10,20,18476,A2,510
10,20,21772,A2,716
10,20,26072,A2,551
10,20,28045,A3,621
10,21,699,A2,496
10,21,4520,A2,655
10,21,7003,A3,652
10,21,8802,A2,455
10,21,11539,A2,581
10,21,14584,A2,567
10,21,17122,A4,603
10,21,17980,A2,571
10,21,19692,A2,546
10,21,23717,A2,566
10,21,25683,A2,641
10,21,27269,A2,401
10,22,5453,A3,653
10,22,7624,A2,360
10,22,10676,A4,709
10,22,15686,A2,466
10,22,17752,A4,897
10,22,24042,A2,492
10,22,25266,A4,791
10,23,104,A2,708
10,23,6563,A4,787
10,23,8466,A2,525
10,23,12334,A4,709
10,23,14132,A1,483
10,23,17169,A2,389
10,23,21314,A4,712
10,23,24893,A1,585
10,23,25820,A2,581
10,24,209,A2,660
10,24,4429,A4,853
10,24,7554,A1,510
10,24,9015,A2,563
10,24,13201,A4,892
10,24,16473,A4,899
10,24,18362,A2,551
10,24,21356,A2,577
10,24,23130,A2,494
10,24,26963,A2,388
10,24,27869,A2,706
10,25,1137,A4,807
10,25,5363,A2,661
10,25,8432,A2,414
10,25,12283,A2,507
10,25,15111,A4,777
10,25,17116,A2,488
10,25,20593,A2,488
10,25,25092,A2,565
10,25,27428,A2,580
10,26,902,A2,576
10,26,4201,A2,672
10,26,8086,A2,498
10,26,8731,A2,474
10,26,13084,A3,844
10,26,17049,A2,386
10,26,17687,A2,534
10,26,20521,A4,806
10,26,22408,A2,531
10,26,26285,A2,426
10,27,2302,A2,690
10,27,7668,A2,449
10,27,12556,A1,458
10,27,15540,A2,439
10,27,16861,A2,702
10,27,22915,A4,682
10,27,24335,A2,460
10,28,1211,A3,638
10,28,3826,A4,698
10,28,6893,A2,603
10,28,8917,A2,497
10,28,9568,A2,584
10,28,11762,A2,682
10,28,14201,A2,520
10,28,16885,A3,858
10,28,19044,A2,561
10,28,20372,A4,722
10,28,24227,A1,479
10,28,25581,A3,887
10,28,28665,A2,135
10,29,38,A4,719
10,29,7711,A2,543
10,29,15226,A2,439
10,29,22665,A2,457
10,29,23459,A3,691
10,30,3408,A2,620
10,30,7605,A2,496
10,30,12169,A1,376
10,30,14347,A4,699
10,30,16155,A2,547
10,30,23419,A4,894
10,30,24575,A2,440
10,31,2705,A4,716
10,31,7694,A2,543
10,31,14051,A4,611
10,31,15827,A2,366
10,31,19865,A4,813
10,31,23978,A2,379
10,31,25768,A4,778
11,1,290,A4,606
11,1,3077,A3,821
11,1,7215,A2,640
11,1,9031,A2,581
11,1,9948,A2,540
11,1,12529,A4,838
11,1,16478,A2,655
11,1,18645,A2,479
11,1,19432,A2,705
11,1,23343,A2,558
11,1,24563,A4,804
11,1,28170,A2,398
11,2,5550,A2,540
11,2,7539,A2,492
11,2,10776,A1,438
11,2,15462,A2,584
11,2,16571,A2,549
11,2,23581,A2,433
11,2,24763,A2,697
11,3,3139,A4,690
11,3,7682,A2,505
11,3,9426,A2,588
11,3,14095,A2,517
11,3,16278,A2,408
11,3,19928,A3,895
11,3,24546,A2,507
11,3,27756,A3,841
11,4,6096,A2,587
11,4,7565,A2,547
11,4,12571,A2,673
11,4,15778,A2,575
11,4,23346,A2,384
11,4,24522,A3,785
11,5,1011,A4,771
11,5,4813,A4,732
11,5,8467,A2,435
11,5,9613,A4,609
11,5,14121,A4,848
11,5,17338,A2,514
11,5,18738,A4,765
11,5,23279,A2,630
11,5,26247,A2,433
11,5,27444,A3,858
11,6,6964,A2,507
11,6,12442,A1,480
11,6,14923,A2,479
11,6,22395,A2,594
11,7,1966,A2,629
11,7,4590,A2,505
11,7,8133,A2,514
11,7,11538,A2,521
11,7,13593,A3,766
11,7,16899,A2,572
11,7,18221,A3,859
11,7,23664,A2,622
11,7,25917,A2,447
11,8,1644,A2,542
11,8,7506,A2,591
11,8,8237,A2,615
11,8,11758,A3,778
11,8,16476,A2,488
11,8,21588,A4,712
11,8,24641,A2,400
11,8,27667,A1,503
11,9,1974,A3,835
11,9,5773,A4,758
11,9,8571,A2,540
11,9,10508,A4,650
11,9,16754,A2,455
11,9,18497,A2,634
11,9,24088,A3,630
11,9,25452,A2,529
11,10,2992,A4,845
11,10,6682,A2,635
11,10,8451,A2,384
11,10,15807,A2,388
11,10,16469,A1,402
11,10,23590,A2,365
11,10,25653,A4,708
11,11,105,A3,829
11,11,6303,A3,867
11,11,8688,A2,407
11,11,14072,A2,680
11,11,16740,A2,581
11,11,22281,A4,714
11,11,24069,A2,671
11,11,25692,A2,510
11,12,1707,A2,506
11,12,4950,A2,694
11,12,8185,A2,408
11,12,9049,A1,569
11,12,11966,A4,678
11,12,13393,A4,810
11,12,17622,A2,471
11,12,18682,A3,639
11,12,22135,A3,867
11,12,23981,A2,556
11,12,27141,A2,375
11,13,1910,A2,596
11,13,5705,A2,513
11,13,8094,A2,462
11,13,9918,A4,713
11,13,13669,A4,864
11,13,17112,A2,532
11,13,19506,A2,551
11,13,23334,A3,795
11,13,25969,A2,443
11,13,27456,A1,491
11,14,1645,A1,501
11,14,6192,A1,361
11,14,7756,A2,679
11,14,11950,A3,796
11,14,14086,A4,863
11,14,17164,A2,509
11,14,20284,A2,647
11,14,23357,A4,739
11,14,26045,A2,493
11,14,26944,A2,562
11,15,41,A2,668
11,15,4664,A2,531
11,15,8184,A2,593
11,15,9218,A2,714
11,15,13048,A3,643
11,15,17134,A2,457
11,15,19839,A1,523
11,15,21762,A3,619
11,15,25705,A2,488
11,15,27040,A2,481
11,16,1350,A2,564
11,16,3720,A2,607
11,16,4971,A2,492
11,16,8456,A4,717
11,16,9365,A2,533
11,16,11379,A4,749
11,16,13069,A2,482
11,16,15858,A4,754
11,16,17392,A2,686
11,16,19398,A4,779
11,16,20348,A2,433
11,16,22972,A2,546
11,16,24366,A1,470
11,16,27558,A2,588
11,17,2159,A4,739
11,17,5463,A2,589
11,17,7488,A3,710
11,17,9037,A2,532
11,17,11067,A2,624
11,17,12853,A2,530
11,17,15830,A4,874
11,17,18562,A2,389
11,17,21653,A2,650
11,17,22562,A2,716
11,17,26582,A2,488
11,17,27777,A2,536
11,18,2187,A4,620
11,18,4347,A4,818
11,18,7951,A4,772
11,18,9202,A2,553
11,18,12510,A4,834
11,18,14629,A3,625
11,18,18186,A2,563
11,18,19572,A4,885
11,18,21525,A3,676
11,18,26656,A4,770
11,18,28066,A2,576
11,19,3317,A2,545
11,19,7516,A2,589
11,19,9243,A4,658
11,19,15735,A2,422
11,19,19371,A1,378
11,19,23535,A2,572
11,20,2169,A2,533
11,20,4284,A2,570
11,20,8088,A2,548
11,20,11013,A4,724
11,20,16353,A2,448
11,20,17218,A4,881
11,20,24682,A2,417
11,20,25313,A4,733
11,20,28671,A4,129
11,21,1386,A3,644
11,21,3821,A2,497
11,21,4567,A4,632
11,21,7848,A2,632
11,21,9404,A2,450
11,21,10015,A2,647
11,21,13347,A4,758
11,21,14955,A2,490
11,21,17167,A2,544
11,21,19286,A2,402
11,21,20598,A2,580
11,21,22278,A3,631
11,21,24700,A2,509
11,21,26665,A2,678
11,22,1627,A4,796
11,22,5898,A2,611
11,22,8385,A2,425
11,22,10294,A2,587
11,22,11980,A2,612
11,22,16631,A2,529
11,22,17538,A2,504
11,22,20730,A2,715
11,22,24203,A2,496
11,22,26246,A2,448
11,22,27192,A1,415
11,23,549,A4,821
11,23,6270,A4,782
11,23,8581,A2,428
11,23,9993,A4,680
11,23,13826,A2,579
11,23,17261,A2,551
11,23,18211,A2,628
11,23,23242,A2,506
11,23,24371,A2,628
11,23,26539,A2,494
11,24,55,A2,642
11,24,7445,A2,524
11,24,8137,A2,405
11,24,14416,A1,566
11,24,16073,A2,474
11,24,21378,A3,624
11,24,24143,A2,465
11,24,27380,A2,560
11,25,2012,A4,748
11,25,4489,A4,784
11,25,8510,A2,435
11,25,9075,A4,756
11,25,13187,A2,586
11,25,16881,A2,599
11,25,17865,A2,376
11,25,20033,A2,716
11,25,24046,A2,713
11,25,26642,A2,508
11,25,28687,A4,113
11,26,3331,A2,654
11,26,7632,A2,569
11,26,10379,A1,494
11,26,13498,A1,392
11,26,16052,A2,413
11,26,19944,A2,513
11,26,23957,A2,371
11,26,27605,A3,848
11,27,3920,A1,376
11,27,6340,A1,406
11,27,7774,A2,557
11,27,13473,A4,672
11,27,15261,A2,499
11,27,16502,A2,502
11,27,23150,A2,585
11,27,24568,A2,393
11,27,25654,A2,685
11,28,1543,A4,721
11,28,5481,A1,536
11,28,8120,A4,873
11,28,9115,A2,461
11,28,12128,A4,798
11,28,15828,A3,687
11,28,18026,A2,568
11,28,20922,A4,747
11,28,23125,A4,764
11,28,27098,A2,499
11,29,1120,A1,466
11,29,4077,A2,694
11,29,7645,A4,730
11,29,8875,A2,478
11,29,12286,A2,679
11,29,14684,A4,663
11,29,17583,A2,690
11,29,21798,A4,809
11,29,24679,A4,727
11,29,26858,A2,383
11,29,27774,A3,676
11,30,1854,A2,516
11,30,4422,A1,559
11,30,7241,A2,556
11,30,8623,A2,529
11,30,11441,A2,678
11,30,13414,A2,544
11,30,16674,A2,494
11,30,17847,A2,381
11,30,22292,A4,641
11,30,25541,A3,602
11,30,26471,A2,382
11,30,27182,A2,684
12,1,6978,A2,570
12,1,12421,A3,618
12,1,15159,A2,368
12,1,22492,A2,527
12,1,24350,A1,506
12,2,6978,A2,571
12,2,8330,A4,782
12,2,13974,A3,824
12,2,16148,A2,510
12,2,23074,A4,870
12,2,24500,A2,361
12,3,6971,A2,462
12,3,14412,A2,593
12,3,20480,A1,562
12,3,22553,A2,382
12,4,2106,A2,692
12,4,4671,A4,627
12,4,6596,A2,522
12,4,8833,A2,425
12,4,11149,A1,437
12,4,13990,A4,765
12,4,17460,A2,425
12,4,18935,A2,649
12,4,21271,A2,679
12,4,25062,A4,623
12,4,26808,A2,490
12,4,27921,A2,488
12,5,125,A2,598
12,5,6551,A4,761
12,5,8323,A2,425
12,5,15493,A4,729
12,5,16456,A2,377
12,5,19175,A4,827
12,5,24660,A2,537
12,5,26850,A3,801
12,6,6313,A2,694
12,6,7679,A2,523
12,6,15167,A2,451
12,6,17869,A4,786
12,6,22050,A4,732
12,6,24115,A2,363
12,7,4602,A4,680
12,7,7658,A2,483
12,7,10514,A2,520
12,7,14499,A2,676
12,7,16309,A2,398
12,7,23707,A2,392
12,7,25436,A2,555
12,8,4420,A4,758
12,8,7736,A2,440
12,8,10465,A2,693
12,8,13468,A2,659
12,8,16507,A2,371
12,8,21376,A4,723
12,8,24580,A2,592
12,8,27602,A1,402
12,9,3394,A2,527
12,9,6224,A2,643
12,9,8162,A2,460
12,9,9855,A3,821
12,9,13356,A2,610
12,9,17039,A2,572
12,9,20754,A2,647
12,9,22661,A2,661
12,9,25912,A2,580
12,10,553,A3,665
12,10,7643,A2,521
12,10,9172,A2,640
12,10,15790,A2,498
12,10,16530,A4,761
12,10,18961,A3,619
12,10,24661,A2,596
12,10,25915,A2,514
12,11,518,A1,502
12,11,5821,A2,690
12,11,8163,A2,457
12,11,14241,A2,671
12,11,16256,A2,432
12,11,18361,A2,589
